# ----------------------------------------
# Cage Code Site Data
# Active Users
# 20160401-20180407
# ----------------------------------------

Day Index,1 Day Active Users
4/1/16,649
4/2/16,62
4/3/16,103
4/4/16,878
4/5/16,"1,006"
4/6/16,935
4/7/16,928
4/8/16,657
4/9/16,80
4/10/16,99
4/11/16,918
4/12/16,"1,031"
4/13/16,964
4/14/16,956
4/15/16,891
4/16/16,60
4/17/16,114
4/18/16,943
4/19/16,864
4/20/16,910
4/21/16,820
4/22/16,608
4/23/16,19
4/24/16,73
4/25/16,860
4/26/16,956
4/27/16,859
4/28/16,867
4/29/16,627
4/30/16,57
5/1/16,89
5/2/16,775
5/3/16,944
5/4/16,921
5/5/16,759
5/6/16,512
5/7/16,58
5/8/16,84
5/9/16,801
5/10/16,917
5/11/16,838
5/12/16,906
5/13/16,692
5/14/16,45
5/15/16,93
5/16/16,807
5/17/16,855
5/18/16,889
5/19/16,825
5/20/16,553
5/21/16,61
5/22/16,106
5/23/16,712
5/24/16,814
5/25/16,779
5/26/16,746
5/27/16,547
5/28/16,50
5/29/16,99
5/30/16,219
5/31/16,721
6/1/16,837
6/2/16,795
6/3/16,553
6/4/16,76
6/5/16,95
6/6/16,737
6/7/16,887
6/8/16,848
6/9/16,875
6/10/16,622
6/11/16,56
6/12/16,99
6/13/16,807
6/14/16,913
6/15/16,844
6/16/16,864
6/17/16,549
6/18/16,49
6/19/16,106
6/20/16,790
6/21/16,857
6/22/16,841
6/23/16,803
6/24/16,573
6/25/16,61
6/26/16,112
6/27/16,830
6/28/16,912
6/29/16,935
6/30/16,815
7/1/16,528
7/2/16,81
7/3/16,76
7/4/16,213
7/5/16,688
7/6/16,894
7/7/16,861
7/8/16,657
7/9/16,93
7/10/16,112
7/11/16,874
7/12/16,925
7/13/16,913
7/14/16,843
7/15/16,616
7/16/16,49
7/17/16,89
7/18/16,803
7/19/16,887
7/20/16,841
7/21/16,818
7/22/16,603
7/23/16,51
7/24/16,118
7/25/16,"1,009"
7/26/16,815
7/27/16,893
7/28/16,859
7/29/16,557
7/30/16,58
7/31/16,106
8/1/16,798
8/2/16,925
8/3/16,878
8/4/16,864
8/5/16,634
8/6/16,57
8/7/16,107
8/8/16,811
8/9/16,910
8/10/16,932
8/11/16,822
8/12/16,580
8/13/16,51
8/14/16,87
8/15/16,765
8/16/16,899
8/17/16,"1,430"
8/18/16,857
8/19/16,637
8/20/16,73
8/21/16,118
8/22/16,856
8/23/16,"1,034"
8/24/16,933
8/25/16,798
8/26/16,540
8/27/16,81
8/28/16,122
8/29/16,806
8/30/16,913
8/31/16,840
9/1/16,754
9/2/16,584
9/3/16,49
9/4/16,102
9/5/16,276
9/6/16,940
9/7/16,951
9/8/16,913
9/9/16,615
9/10/16,73
9/11/16,114
9/12/16,902
9/13/16,901
9/14/16,902
9/15/16,916
9/16/16,671
9/17/16,70
9/18/16,108
9/19/16,914
9/20/16,937
9/21/16,936
9/22/16,922
9/23/16,642
9/24/16,80
9/25/16,137
9/26/16,898
9/27/16,989
9/28/16,"1,161"
9/29/16,966
9/30/16,721
10/1/16,62
10/2/16,83
10/3/16,837
10/4/16,981
10/5/16,941
10/6/16,792
10/7/16,532
10/8/16,70
10/9/16,100
10/10/16,669
10/11/16,958
10/12/16,914
10/13/16,914
10/14/16,750
10/15/16,76
10/16/16,142
10/17/16,936
10/18/16,992
10/19/16,956
10/20/16,894
10/21/16,662
10/22/16,73
10/23/16,112
10/24/16,910
10/25/16,936
10/26/16,951
10/27/16,941
10/28/16,658
10/29/16,73
10/30/16,115
10/31/16,893
11/1/16,912
11/2/16,921
11/3/16,918
11/4/16,611
11/5/16,57
11/6/16,129
11/7/16,898
11/8/16,917
11/9/16,918
11/10/16,875
11/11/16,530
11/12/16,70
11/13/16,123
11/14/16,917
11/15/16,962
11/16/16,935
11/17/16,890
11/18/16,599
11/19/16,79
11/20/16,129
11/21/16,859
11/22/16,875
11/23/16,708
11/24/16,286
11/25/16,228
11/26/16,65
11/27/16,149
11/28/16,840
11/29/16,"1,084"
11/30/16,"1,009"
12/1/16,"1,027"
12/2/16,801
12/3/16,96
12/4/16,123
12/5/16,979
12/6/16,983
12/7/16,979
12/8/16,920
12/9/16,698
12/10/16,69
12/11/16,114
12/12/16,878
12/13/16,950
12/14/16,943
12/15/16,969
12/16/16,603
12/17/16,96
12/18/16,169
12/19/16,807
12/20/16,925
12/21/16,784
12/22/16,627
12/23/16,272
12/24/16,34
12/25/16,54
12/26/16,122
12/27/16,364
12/28/16,419
12/29/16,408
12/30/16,234
12/31/16,34
1/1/17,60
1/2/17,200
1/3/17,765
1/4/17,916
1/5/17,912
1/6/17,662
1/7/17,84
1/8/17,111
1/9/17,883
1/10/17,951
1/11/17,967
1/12/17,997
1/13/17,643
1/14/17,81
1/15/17,130
1/16/17,776
1/17/17,"1,000"
1/18/17,"1,054"
1/19/17,"1,001"
1/20/17,717
1/21/17,70
1/22/17,158
1/23/17,964
1/24/17,"1,055"
1/25/17,"1,001"
1/26/17,908
1/27/17,680
1/28/17,65
1/29/17,103
1/30/17,940
1/31/17,"1,027"
2/1/17,"1,024"
2/2/17,963
2/3/17,788
2/4/17,85
2/5/17,140
2/6/17,"1,034"
2/7/17,"1,143"
2/8/17,"1,197"
2/9/17,"1,141"
2/10/17,916
2/11/17,112
2/12/17,160
2/13/17,"1,057"
2/14/17,"1,147"
2/15/17,"1,208"
2/16/17,"1,189"
2/17/17,820
2/18/17,102
2/19/17,163
2/20/17,890
2/21/17,"1,200"
2/22/17,"1,253"
2/23/17,"1,123"
2/24/17,828
2/25/17,142
2/26/17,148
2/27/17,"1,111"
2/28/17,"1,061"
3/1/17,"1,231"
3/2/17,"1,151"
3/3/17,817
3/4/17,92
3/5/17,184
3/6/17,"1,185"
3/7/17,"1,227"
3/8/17,"1,327"
3/9/17,"1,165"
3/10/17,806
3/11/17,116
3/12/17,142
3/13/17,"1,192"
3/14/17,"1,193"
3/15/17,"1,208"
3/16/17,"1,203"
3/17/17,867
3/18/17,100
3/19/17,153
3/20/17,"1,161"
3/21/17,"1,326"
3/22/17,"1,308"
3/23/17,"1,197"
3/24/17,898
3/25/17,103
3/26/17,182
3/27/17,"1,291"
3/28/17,"1,249"
3/29/17,"1,315"
3/30/17,"1,189"
3/31/17,935
4/1/17,89
4/2/17,149
4/3/17,"1,187"
4/4/17,"1,292"
4/5/17,"1,306"
4/6/17,"1,273"
4/7/17,820
4/8/17,107
4/9/17,164
4/10/17,"1,222"
4/11/17,"1,261"
4/12/17,"1,298"
4/13/17,"1,067"
4/14/17,578
4/15/17,87
4/16/17,106
4/17/17,"1,028"
4/18/17,"1,268"
4/19/17,"1,288"
4/20/17,"1,315"
4/21/17,852
4/22/17,75
4/23/17,165
4/24/17,"1,180"
4/25/17,"1,271"
4/26/17,"1,249"
4/27/17,"1,219"
4/28/17,914
4/29/17,129
4/30/17,107
5/1/17,"1,048"
5/2/17,"1,235"
5/3/17,"1,287"
5/4/17,"1,181"
5/5/17,844
5/6/17,92
5/7/17,164
5/8/17,"1,243"
5/9/17,"1,264"
5/10/17,"1,318"
5/11/17,"1,215"
5/12/17,870
5/13/17,103
5/14/17,127
5/15/17,"1,184"
5/16/17,"1,241"
5/17/17,"1,170"
5/18/17,"1,173"
5/19/17,826
5/20/17,79
5/21/17,153
5/22/17,"1,046"
5/23/17,"1,193"
5/24/17,"1,181"
5/25/17,"1,032"
5/26/17,742
5/27/17,60
5/28/17,141
5/29/17,331
5/30/17,"1,120"
5/31/17,"1,165"
6/1/17,"1,134"
6/2/17,694
6/3/17,92
6/4/17,141
6/5/17,962
6/6/17,"1,184"
6/7/17,"1,149"
6/8/17,"1,044"
6/9/17,813
6/10/17,77
6/11/17,137
6/12/17,"1,077"
6/13/17,"1,149"
6/14/17,"1,141"
6/15/17,"1,099"
6/16/17,733
6/17/17,85
6/18/17,156
6/19/17,"1,081"
6/20/17,"1,181"
6/21/17,989
6/22/17,958
6/23/17,601
6/24/17,70
6/25/17,140
6/26/17,"1,057"
6/27/17,885
6/28/17,"1,035"
6/29/17,928
6/30/17,653
7/1/17,57
7/2/17,102
7/3/17,542
7/4/17,359
7/5/17,970
7/6/17,"1,104"
7/7/17,782
7/8/17,83
7/9/17,153
7/10/17,"1,074"
7/11/17,"1,235"
7/12/17,"1,136"
7/13/17,"1,112"
7/14/17,718
7/15/17,104
7/16/17,149
7/17/17,"1,118"
7/18/17,"1,122"
7/19/17,"1,183"
7/20/17,"1,092"
7/21/17,783
7/22/17,73
7/23/17,163
7/24/17,"1,070"
7/25/17,"1,161"
7/26/17,"1,280"
7/27/17,"1,188"
7/28/17,717
7/29/17,116
7/30/17,153
7/31/17,"1,078"
8/1/17,"1,103"
8/2/17,"1,145"
8/3/17,"1,066"
8/4/17,807
8/5/17,79
8/6/17,145
8/7/17,"1,047"
8/8/17,"1,149"
8/9/17,"1,159"
8/10/17,"1,085"
8/11/17,790
8/12/17,103
8/13/17,148
8/14/17,962
8/15/17,"1,054"
8/16/17,"1,141"
8/17/17,"1,081"
8/18/17,773
8/19/17,73
8/20/17,154
8/21/17,929
8/22/17,"1,101"
8/23/17,"1,099"
8/24/17,"1,059"
8/25/17,737
8/26/17,93
8/27/17,160
8/28/17,"1,019"
8/29/17,"1,174"
8/30/17,"1,158"
8/31/17,"1,046"
9/1/17,750
9/2/17,85
9/3/17,119
9/4/17,314
9/5/17,"1,038"
9/6/17,"1,146"
9/7/17,970
9/8/17,738
9/9/17,99
9/10/17,152
9/11/17,979
9/12/17,"1,094"
9/13/17,"1,132"
9/14/17,"1,174"
9/15/17,849
9/16/17,95
9/17/17,131
9/18/17,"1,069"
9/19/17,"1,143"
9/20/17,"1,100"
9/21/17,"1,088"
9/22/17,767
9/23/17,98
9/24/17,145
9/25/17,"1,040"
9/26/17,"1,170"
9/27/17,"1,164"
9/28/17,"1,130"
9/29/17,868
9/30/17,87
10/1/17,118
10/2/17,973
10/3/17,"1,108"
10/4/17,"1,092"
10/5/17,"1,027"
10/6/17,706
10/7/17,95
10/8/17,153
10/9/17,861
10/10/17,"1,105"
10/11/17,"1,131"
10/12/17,"1,105"
10/13/17,802
10/14/17,92
10/15/17,152
10/16/17,"1,196"
10/17/17,"1,153"
10/18/17,"1,153"
10/19/17,"1,088"
10/20/17,750
10/21/17,88
10/22/17,171
10/23/17,"1,118"
10/24/17,"1,188"
10/25/17,"1,230"
10/26/17,"1,104"
10/27/17,843
10/28/17,104
10/29/17,184
10/30/17,"1,130"
10/31/17,"1,044"
11/1/17,"1,050"
11/2/17,"1,078"
11/3/17,750
11/4/17,102
11/5/17,180
11/6/17,"1,153"
11/7/17,"1,233"
11/8/17,"1,238"
11/9/17,"1,071"
11/10/17,718
11/11/17,88
11/12/17,213
11/13/17,"1,107"
11/14/17,"1,154"
11/15/17,"1,170"
11/16/17,"1,174"
11/17/17,848
11/18/17,103
11/19/17,172
11/20/17,"1,104"
11/21/17,"1,124"
11/22/17,903
11/23/17,289
11/24/17,270
11/25/17,95
11/26/17,165
11/27/17,"1,074"
11/28/17,"1,185"
11/29/17,"1,210"
11/30/17,"1,116"
12/1/17,796
12/2/17,85
12/3/17,210
12/4/17,"1,042"
12/5/17,"1,153"
12/6/17,"1,219"
12/7/17,"1,181"
12/8/17,760
12/9/17,93
12/10/17,175
12/11/17,"1,166"
12/12/17,"1,074"
12/13/17,"1,135"
12/14/17,"1,063"
12/15/17,710
12/16/17,84
12/17/17,168
12/18/17,"1,031"
12/19/17,"1,052"
12/20/17,975
12/21/17,870
12/22/17,451
12/23/17,61
12/24/17,72
12/25/17,134
12/26/17,386
12/27/17,474
12/28/17,493
12/29/17,335
12/30/17,47
12/31/17,41
1/1/18,111
1/2/18,802
1/3/18,"1,008"
1/4/18,981
1/5/18,776
1/6/18,87
1/7/18,158
1/8/18,"1,146"
1/9/18,"1,315"
1/10/18,"1,231"
1/11/18,"1,195"
1/12/18,837
1/13/18,108
1/14/18,195
1/15/18,964
1/16/18,"1,128"
1/17/18,"1,174"
1/18/18,"1,168"
1/19/18,889
1/20/18,122
1/21/18,168
1/22/18,"1,338"
1/23/18,"1,271"
1/24/18,"1,196"
1/25/18,"1,120"
1/26/18,845
1/27/18,122
1/28/18,264
1/29/18,"1,212"
1/30/18,"1,352"
1/31/18,"1,285"
2/1/18,"1,279"
2/2/18,927
2/3/18,131
2/4/18,226
2/5/18,"1,241"
2/6/18,"1,318"
2/7/18,"1,323"
2/8/18,"1,273"
2/9/18,929
2/10/18,152
2/11/18,213
2/12/18,"1,276"
2/13/18,"1,288"
2/14/18,"1,311"
2/15/18,"1,313"
2/16/18,932
2/17/18,173
2/18/18,215
2/19/18,"1,013"
2/20/18,"1,300"
2/21/18,"1,357"
2/22/18,"1,311"
2/23/18,920
2/24/18,118
2/25/18,236
2/26/18,"1,261"
2/27/18,"1,402"
2/28/18,"1,318"
3/1/18,"1,272"
3/2/18,971
3/3/18,129
3/4/18,228
3/5/18,"1,306"
3/6/18,"1,368"
3/7/18,"1,355"
3/8/18,"1,256"
3/9/18,948
3/10/18,123
3/11/18,205
3/12/18,"1,223"
3/13/18,"1,340"
3/14/18,"1,333"
3/15/18,"1,281"
3/16/18,998
3/17/18,121
3/18/18,237
3/19/18,"1,291"
3/20/18,"1,386"
3/21/18,"1,368"
3/22/18,"1,332"
3/23/18,970
3/24/18,135
3/25/18,221
3/26/18,"1,392"
3/27/18,"1,371"
3/28/18,"1,333"
3/29/18,"1,234"
3/30/18,643
3/31/18,104
4/1/18,116
4/2/18,"1,062"
4/3/18,"1,329"
4/4/18,"1,272"
4/5/18,"1,177"
4/6/18,914
4/7/18,145
,"526,059"

Day Index,7 Day Active Users
4/1/16,"3,747"
4/2/16,"3,745"
4/3/16,"3,759"
4/4/16,"3,775"
4/5/16,"3,841"
4/6/16,"3,846"
4/7/16,"3,909"
4/8/16,"3,939"
4/9/16,"3,946"
4/10/16,"3,943"
4/11/16,"3,982"
4/12/16,"4,013"
4/13/16,"4,047"
4/14/16,"4,054"
4/15/16,"4,253"
4/16/16,"4,233"
4/17/16,"4,251"
4/18/16,"4,248"
4/19/16,"4,106"
4/20/16,"4,042"
4/21/16,"3,917"
4/22/16,"3,674"
4/23/16,"3,642"
4/24/16,"3,619"
4/25/16,"3,572"
4/26/16,"3,659"
4/27/16,"3,610"
4/28/16,"3,615"
4/29/16,"3,602"
4/30/16,"3,630"
5/1/16,"3,638"
5/2/16,"3,568"
5/3/16,"3,538"
5/4/16,"3,604"
5/5/16,"3,531"
5/6/16,"3,408"
5/7/16,"3,407"
5/8/16,"3,409"
5/9/16,"3,447"
5/10/16,"3,426"
5/11/16,"3,339"
5/12/16,"3,464"
5/13/16,"3,600"
5/14/16,"3,592"
5/15/16,"3,598"
5/16/16,"3,608"
5/17/16,"3,564"
5/18/16,"3,581"
5/19/16,"3,491"
5/20/16,"3,358"
5/21/16,"3,371"
5/22/16,"3,385"
5/23/16,"3,290"
5/24/16,"3,283"
5/25/16,"3,186"
5/26/16,"3,134"
5/27/16,"3,144"
5/28/16,"3,136"
5/29/16,"3,124"
5/30/16,"2,756"
5/31/16,"2,712"
6/1/16,"2,790"
6/2/16,"2,803"
6/3/16,"2,797"
6/4/16,"2,817"
6/5/16,"2,812"
6/6/16,"3,194"
6/7/16,"3,328"
6/8/16,"3,339"
6/9/16,"3,382"
6/10/16,"3,420"
6/11/16,"3,409"
6/12/16,"3,423"
6/13/16,"3,473"
6/14/16,"3,508"
6/15/16,"3,483"
6/16/16,"3,455"
6/17/16,"3,408"
6/18/16,"3,392"
6/19/16,"3,396"
6/20/16,"3,382"
6/21/16,"3,340"
6/22/16,"3,358"
6/23/16,"3,300"
6/24/16,"3,283"
6/25/16,"3,296"
6/26/16,"3,304"
6/27/16,"3,371"
6/28/16,"3,457"
6/29/16,"3,543"
6/30/16,"3,545"
7/1/16,"3,496"
7/2/16,"3,518"
7/3/16,"3,489"
7/4/16,"3,010"
7/5/16,"2,827"
7/6/16,"2,809"
7/7/16,"2,847"
7/8/16,"2,935"
7/9/16,"2,941"
7/10/16,"2,953"
7/11/16,"3,450"
7/12/16,"3,660"
7/13/16,"3,710"
7/14/16,"3,674"
7/15/16,"3,629"
7/16/16,"3,584"
7/17/16,"3,572"
7/18/16,"3,564"
7/19/16,"3,533"
7/20/16,"3,488"
7/21/16,"3,484"
7/22/16,"3,438"
7/23/16,"3,441"
7/24/16,"3,464"
7/25/16,"3,638"
7/26/16,"3,545"
7/27/16,"3,561"
7/28/16,"3,562"
7/29/16,"3,519"
7/30/16,"3,531"
7/31/16,"3,518"
8/1/16,"3,344"
8/2/16,"3,442"
8/3/16,"3,415"
8/4/16,"3,426"
8/5/16,"3,465"
8/6/16,"3,458"
8/7/16,"3,464"
8/8/16,"3,500"
8/9/16,"3,496"
8/10/16,"3,550"
8/11/16,"3,503"
8/12/16,"3,468"
8/13/16,"3,468"
8/14/16,"3,451"
8/15/16,"3,413"
8/16/16,"3,411"
8/17/16,"3,920"
8/18/16,"3,921"
8/19/16,"3,935"
8/20/16,"3,958"
8/21/16,"3,977"
8/22/16,"4,074"
8/23/16,"4,210"
8/24/16,"3,709"
8/25/16,"3,701"
8/26/16,"3,608"
8/27/16,"3,614"
8/28/16,"3,610"
8/29/16,"3,590"
8/30/16,"3,512"
8/31/16,"3,428"
9/1/16,"3,355"
9/2/16,"3,405"
9/3/16,"3,381"
9/4/16,"3,369"
9/5/16,"2,988"
9/6/16,"3,008"
9/7/16,"3,137"
9/8/16,"3,263"
9/9/16,"3,266"
9/10/16,"3,292"
9/11/16,"3,304"
9/12/16,"3,797"
9/13/16,"3,783"
9/14/16,"3,732"
9/15/16,"3,734"
9/16/16,"3,741"
9/17/16,"3,741"
9/18/16,"3,743"
9/19/16,"3,766"
9/20/16,"3,804"
9/21/16,"3,814"
9/22/16,"3,823"
9/23/16,"3,787"
9/24/16,"3,779"
9/25/16,"3,798"
9/26/16,"3,812"
9/27/16,"3,825"
9/28/16,"4,003"
9/29/16,"4,034"
9/30/16,"4,088"
10/1/16,"4,076"
10/2/16,"4,035"
10/3/16,"3,988"
10/4/16,"3,997"
10/5/16,"3,821"
10/6/16,"3,663"
10/7/16,"3,477"
10/8/16,"3,488"
10/9/16,"3,511"
10/10/16,"3,386"
10/11/16,"3,358"
10/12/16,"3,339"
10/13/16,"3,405"
10/14/16,"3,562"
10/15/16,"3,572"
10/16/16,"3,604"
10/17/16,"3,841"
10/18/16,"3,885"
10/19/16,"3,942"
10/20/16,"3,917"
10/21/16,"3,850"
10/22/16,"3,850"
10/23/16,"3,825"
10/24/16,"3,825"
10/25/16,"3,757"
10/26/16,"3,760"
10/27/16,"3,790"
10/28/16,"3,778"
10/29/16,"3,774"
10/30/16,"3,774"
10/31/16,"3,760"
11/1/16,"3,743"
11/2/16,"3,730"
11/3/16,"3,711"
11/4/16,"3,664"
11/5/16,"3,653"
11/6/16,"3,669"
11/7/16,"3,710"
11/8/16,"3,724"
11/9/16,"3,687"
11/10/16,"3,599"
11/11/16,"3,507"
11/12/16,"3,515"
11/13/16,"3,506"
11/14/16,"3,510"
11/15/16,"3,557"
11/16/16,"3,577"
11/17/16,"3,632"
11/18/16,"3,686"
11/19/16,"3,695"
11/20/16,"3,701"
11/21/16,"3,619"
11/22/16,"3,558"
11/23/16,"3,382"
11/24/16,"2,931"
11/25/16,"2,662"
11/26/16,"2,649"
11/27/16,"2,662"
11/28/16,"2,670"
11/29/16,"2,868"
11/30/16,"3,101"
12/1/16,"3,663"
12/2/16,"4,112"
12/3/16,"4,142"
12/4/16,"4,127"
12/5/16,"4,264"
12/6/16,"4,183"
12/7/16,"4,157"
12/8/16,"4,050"
12/9/16,"3,930"
12/10/16,"3,904"
12/11/16,"3,902"
12/12/16,"3,825"
12/13/16,"3,816"
12/14/16,"3,821"
12/15/16,"3,894"
12/16/16,"3,820"
12/17/16,"3,854"
12/18/16,"3,892"
12/19/16,"3,805"
12/20/16,"3,775"
12/21/16,"3,626"
12/22/16,"3,336"
12/23/16,"3,084"
12/24/16,"3,018"
12/25/16,"2,927"
12/26/16,"2,412"
12/27/16,"1,945"
12/28/16,"1,609"
12/29/16,"1,406"
12/30/16,"1,357"
12/31/16,"1,360"
1/1/17,"1,369"
1/2/17,"1,447"
1/3/17,"1,839"
1/4/17,"2,288"
1/5/17,"2,720"
1/6/17,"3,030"
1/7/17,"3,061"
1/8/17,"3,096"
1/9/17,"3,614"
1/10/17,"3,774"
1/11/17,"3,778"
1/12/17,"3,795"
1/13/17,"3,776"
1/14/17,"3,775"
1/15/17,"3,791"
1/16/17,"3,703"
1/17/17,"3,713"
1/18/17,"3,813"
1/19/17,"3,791"
1/20/17,"3,818"
1/21/17,"3,817"
1/22/17,"3,851"
1/23/17,"4,003"
1/24/17,"4,077"
1/25/17,"4,015"
1/26/17,"3,984"
1/27/17,"3,976"
1/28/17,"3,963"
1/29/17,"3,931"
1/30/17,"3,938"
1/31/17,"3,944"
2/1/17,"3,934"
2/2/17,"3,944"
2/3/17,"3,993"
2/4/17,"4,004"
2/5/17,"4,030"
2/6/17,"4,116"
2/7/17,"4,198"
2/8/17,"4,344"
2/9/17,"4,517"
2/10/17,"4,626"
2/11/17,"4,651"
2/12/17,"4,668"
2/13/17,"4,715"
2/14/17,"4,733"
2/15/17,"4,750"
2/16/17,"4,757"
2/17/17,"4,672"
2/18/17,"4,668"
2/19/17,"4,668"
2/20/17,"4,573"
2/21/17,"4,576"
2/22/17,"4,620"
2/23/17,"4,566"
2/24/17,"4,589"
2/25/17,"4,635"
2/26/17,"4,633"
2/27/17,"4,788"
2/28/17,"4,685"
3/1/17,"4,693"
3/2/17,"4,704"
3/3/17,"4,658"
3/4/17,"4,607"
3/5/17,"4,633"
3/6/17,"4,708"
3/7/17,"4,821"
3/8/17,"4,932"
3/9/17,"4,966"
3/10/17,"4,970"
3/11/17,"4,991"
3/12/17,"4,956"
3/13/17,"4,991"
3/14/17,"4,968"
3/15/17,"4,826"
3/16/17,"4,871"
3/17/17,"4,893"
3/18/17,"4,872"
3/19/17,"4,875"
3/20/17,"4,883"
3/21/17,"4,991"
3/22/17,"5,103"
3/23/17,"5,061"
3/24/17,"5,103"
3/25/17,"5,104"
3/26/17,"5,128"
3/27/17,"5,219"
3/28/17,"5,153"
3/29/17,"5,178"
3/30/17,"5,107"
3/31/17,"5,111"
4/1/17,"5,101"
4/2/17,"5,086"
4/3/17,"4,983"
4/4/17,"5,043"
4/5/17,"5,027"
4/6/17,"5,149"
4/7/17,"5,039"
4/8/17,"5,047"
4/9/17,"5,054"
4/10/17,"5,090"
4/11/17,"5,089"
4/12/17,"5,066"
4/13/17,"4,902"
4/14/17,"4,730"
4/15/17,"4,719"
4/16/17,"4,679"
4/17/17,"4,524"
4/18/17,"4,530"
4/19/17,"4,528"
4/20/17,"4,735"
4/21/17,"4,899"
4/22/17,"4,884"
4/23/17,"4,933"
4/24/17,"5,088"
4/25/17,"5,077"
4/26/17,"5,067"
4/27/17,"4,985"
4/28/17,"5,016"
4/29/17,"5,065"
4/30/17,"5,019"
5/1/17,"4,937"
5/2/17,"4,905"
5/3/17,"4,899"
5/4/17,"4,844"
5/5/17,"4,777"
5/6/17,"4,765"
5/7/17,"4,814"
5/8/17,"4,994"
5/9/17,"5,043"
5/10/17,"5,069"
5/11/17,"5,103"
5/12/17,"5,105"
5/13/17,"5,116"
5/14/17,"5,082"
5/15/17,"4,996"
5/16/17,"4,956"
5/17/17,"4,803"
5/18/17,"4,761"
5/19/17,"4,707"
5/20/17,"4,680"
5/21/17,"4,693"
5/22/17,"4,572"
5/23/17,"4,546"
5/24/17,"4,604"
5/25/17,"4,482"
5/26/17,"4,447"
5/27/17,"4,435"
5/28/17,"4,437"
5/29/17,"3,925"
5/30/17,"3,855"
5/31/17,"3,867"
6/1/17,"3,919"
6/2/17,"3,843"
6/3/17,"3,859"
6/4/17,"3,875"
6/5/17,"4,306"
6/6/17,"4,353"
6/7/17,"4,343"
6/8/17,"4,274"
6/9/17,"4,372"
6/10/17,"4,367"
6/11/17,"4,362"
6/12/17,"4,501"
6/13/17,"4,455"
6/14/17,"4,435"
6/15/17,"4,485"
6/16/17,"4,421"
6/17/17,"4,414"
6/18/17,"4,432"
6/19/17,"4,454"
6/20/17,"4,493"
6/21/17,"4,352"
6/22/17,"4,248"
6/23/17,"4,095"
6/24/17,"4,083"
6/25/17,"4,054"
6/26/17,"4,108"
6/27/17,"3,886"
6/28/17,"3,954"
6/29/17,"3,932"
6/30/17,"3,972"
7/1/17,"3,966"
7/2/17,"3,953"
7/3/17,"3,564"
7/4/17,"3,174"
7/5/17,"3,130"
7/6/17,"3,244"
7/7/17,"3,332"
7/8/17,"3,355"
7/9/17,"3,393"
7/10/17,"3,818"
7/11/17,"4,500"
7/12/17,"4,611"
7/13/17,"4,622"
7/14/17,"4,551"
7/15/17,"4,568"
7/16/17,"4,563"
7/17/17,"4,616"
7/18/17,"4,496"
7/19/17,"4,563"
7/20/17,"4,535"
7/21/17,"4,559"
7/22/17,"4,528"
7/23/17,"4,534"
7/24/17,"4,531"
7/25/17,"4,558"
7/26/17,"4,638"
7/27/17,"4,704"
7/28/17,"4,631"
7/29/17,"4,657"
7/30/17,"4,641"
7/31/17,"4,688"
8/1/17,"4,639"
8/2/17,"4,511"
8/3/17,"4,398"
8/4/17,"4,489"
8/5/17,"4,463"
8/6/17,"4,473"
8/7/17,"4,474"
8/8/17,"4,535"
8/9/17,"4,535"
8/10/17,"4,528"
8/11/17,"4,465"
8/12/17,"4,482"
8/13/17,"4,481"
8/14/17,"4,408"
8/15/17,"4,303"
8/16/17,"4,295"
8/17/17,"4,284"
8/18/17,"4,241"
8/19/17,"4,221"
8/20/17,"4,241"
8/21/17,"4,236"
8/22/17,"4,263"
8/23/17,"4,263"
8/24/17,"4,237"
8/25/17,"4,218"
8/26/17,"4,233"
8/27/17,"4,232"
8/28/17,"4,337"
8/29/17,"4,419"
8/30/17,"4,421"
8/31/17,"4,395"
9/1/17,"4,389"
9/2/17,"4,390"
9/3/17,"4,370"
9/4/17,"3,878"
9/5/17,"3,805"
9/6/17,"3,786"
9/7/17,"3,687"
9/8/17,"3,676"
9/9/17,"3,680"
9/10/17,"3,705"
9/11/17,"4,202"
9/12/17,"4,218"
9/13/17,"4,206"
9/14/17,"4,329"
9/15/17,"4,402"
9/16/17,"4,405"
9/17/17,"4,381"
9/18/17,"4,442"
9/19/17,"4,488"
9/20/17,"4,492"
9/21/17,"4,408"
9/22/17,"4,341"
9/23/17,"4,340"
9/24/17,"4,347"
9/25/17,"4,359"
9/26/17,"4,395"
9/27/17,"4,405"
9/28/17,"4,452"
9/29/17,"4,523"
9/30/17,"4,521"
10/1/17,"4,500"
10/2/17,"4,482"
10/3/17,"4,502"
10/4/17,"4,444"
10/5/17,"4,347"
10/6/17,"4,186"
10/7/17,"4,179"
10/8/17,"4,206"
10/9/17,"4,112"
10/10/17,"4,122"
10/11/17,"4,131"
10/12/17,"4,177"
10/13/17,"4,256"
10/14/17,"4,256"
10/15/17,"4,268"
10/16/17,"4,561"
10/17/17,"4,561"
10/18/17,"4,597"
10/19/17,"4,597"
10/20/17,"4,508"
10/21/17,"4,485"
10/22/17,"4,493"
10/23/17,"4,450"
10/24/17,"4,523"
10/25/17,"4,558"
10/26/17,"4,600"
10/27/17,"4,684"
10/28/17,"4,696"
10/29/17,"4,712"
10/30/17,"4,698"
10/31/17,"4,616"
11/1/17,"4,455"
11/2/17,"4,421"
11/3/17,"4,320"
11/4/17,"4,299"
11/5/17,"4,305"
11/6/17,"4,367"
11/7/17,"4,500"
11/8/17,"4,653"
11/9/17,"4,609"
11/10/17,"4,566"
11/11/17,"4,559"
11/12/17,"4,578"
